tracking_id	locus	nearest_ref_id	class_code	transcript_length	R1L1Kidney	R1L2Liver	R1L3Kidney	R1L4Liver	R1L6Liver	R1L7Kidney	R1L8Liver	R2L1Liver	R2L2Kidney	R2L3Liver	R2L4Kidney	R2L6Kidney	R2L7Liver	R2L8Kidney
TC_3673	chr2:68815472-68907452	ENSG00000163219	KNOWN		18	14	19	21	14	5	15	17	24	16	14	18	30	21
TC_3674	chr2:68946117-68952153	ENSG00000163217	KNOWN		0	2	0	0	2	1	5	4	0	1	0	1	6	0
TC_3675	chr2:69025871-69033606	ENSG00000183607	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3676	chr2:69055209-69061616	ENSG00000169605	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3677	chr2:69093993-69329804	ENSG00000169604	KNOWN		13	2	12	3	4	5	3	0	8	7	5	21	4	6
TC_3678	chr2:69263513-69263619	ENSG00000206643	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3679	chr2:69400504-69400566	ENSG00000183984	KNOWN		0	3	1	1	0	0	2	0	0	1	0	0	0	0
TC_3680	chr2:69405907-69467886	ENSG00000198380	KNOWN		94	88	117	67	79	99	71	63	109	90	80	109	56	76
TC_3681	chr2:69415236-69415325	ENSG00000208985	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3682	chr2:69476403-69518257	ENSG00000169599	KNOWN		84	14	93	18	18	61	22	17	78	14	58	80	12	56
TC_3683	chr2:69525776-69526315	ENSG00000198583	KNOWN		0	0	0	0	0	0	0	0	0	0	0	1	0	0
TC_3684	chr2:69539918-69547168	ENSG00000188971	KNOWN		89	19	90	13	15	119	17	14	85	25	92	103	11	79
TC_3685	chr2:69562963-69724353	ENSG00000115977	KNOWN		144	34	137	40	45	119	41	48	147	45	129	158	42	133
TC_3686	chr2:69597387-69597682	ENSG00000208980	NOVEL		2	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3687	chr2:69600679-69600810	ENSG00000207016	NOVEL		0	1	0	1	0	0	3	0	0	1	2	0	0	0
TC_3688	chr2:69747995-69748097	ENSG00000208965	NOVEL		0	0	1	0	0	0	1	0	0	0	0	0	1	0
TC_3689	chr2:69822770-69907105	ENSG00000196975	KNOWN		290	257	280	242	238	294	269	159	294	238	220	309	164	210
TC_3690	chr2:69910336-69960267	ENSG00000087338	KNOWN		25	15	38	9	18	16	8	6	36	13	17	33	11	20
TC_3691	chr2:69974594-69985852	ENSG00000124380	KNOWN		65	28	70	38	29	70	22	19	46	24	43	63	33	48
TC_3692	chr2:69982986-69983345	ENSG00000214523	NOVEL		0	0	0	0	1	0	0	0	0	0	0	0	0	0
TC_3693	chr2:69993331-69993434	ENSG00000208956	NOVEL		1	1	1	1	1	3	0	0	0	0	1	0	0	1
TC_3694	chr2:69995707-70023581	ENSG00000059728	KNOWN		76	71	81	59	50	89	54	37	74	63	83	97	42	61
TC_3695	chr2:70036281-70036381	ENSG00000208950	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3696	chr2:70040725-70042901	ENSG00000179818	KNOWN		11	9	6	10	2	7	5	7	7	10	4	5	4	6
TC_3697	chr2:70090417-70090797	ENSG00000204906	KNOWN		0	0	0	0	0	0	0	0	0	0	2	0	0	0
TC_3698	chr2:70168203-70169836	ENSG00000169564	KNOWN		425	257	398	270	259	397	245	231	468	280	401	440	230	372
TC_3699	chr2:70230523-70271655	ENSG00000115998	KNOWN		36	47	37	39	47	32	40	37	45	41	29	43	44	28
TC_3700	chr2:70292320-70329251	ENSG00000116001	KNOWN		105	59	103	54	59	90	43	40	97	57	72	114	55	82
TC_3701	chr2:70338760-70360418	ENSG00000116005	KNOWN		426	158	493	158	155	488	168	117	435	133	354	481	130	350
TC_3702	chr2:70362012-70374373	ENSG00000143977	KNOWN		15	4	10	11	3	13	3	2	16	7	12	15	4	15
TC_3703	chr2:70376613-70382705	ENSG00000035141	KNOWN		101	63	89	75	78	88	55	52	102	74	89	82	54	67
TC_3704	chr2:70529959-70634466	ENSG00000163235	KNOWN		11	1	7	0	0	4	0	1	8	0	6	8	0	7
TC_3705	chr2:70536170-70536264	ENSG00000215996	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3706	chr2:70742773-70848837	ENSG00000075340	KNOWN		0	0	0	1	0	0	0	1	0	2	0	0	0	0
TC_3707	chr2:70847748-70871283	ENSG00000183733	KNOWN		1	0	0	0	0	0	0	0	0	0	0	1	0	0
TC_3708	chr2:70883797-70884066	ENSG00000198808	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3709	chr2:70889290-70901240	ENSG00000152672	KNOWN		3	1	1	1	2	1	1	2	2	1	2	1	0	2
TC_3710	chr2:70910856-70916414	ENSG00000116031	KNOWN		1	0	1	0	0	1	0	0	0	0	1	0	0	0
TC_3711	chr2:70981228-71014081	ENSG00000116035	KNOWN		2	0	0	0	0	1	0	0	1	0	2	3	0	3
TC_3712	chr2:71016506-71046068	ENSG00000116039	KNOWN		864	5	875	2	5	786	1	6	898	7	842	916	6	796
TC_3713	chr2:71046209-71046505	ENSG00000208947	NOVEL		0	0	2	0	0	3	0	0	1	0	2	2	0	2
TC_3714	chr2:71059083-71065977	ENSG00000144031	KNOWN		1	0	3	0	0	3	0	0	1	0	0	2	1	2
TC_3715	chr2:71066578-71075509	ENSG00000144043	KNOWN		222	167	234	170	158	180	153	151	280	168	226	271	172	213
TC_3716	chr2:71104711-71110566	ENSG00000205847	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3717	chr2:71118469-71118735	ENSG00000144039	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3718	chr2:71126996-71127068	ENSG00000208943	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3719	chr2:71148955-71159279	ENSG00000124357	KNOWN		50	17	45	19	18	50	13	16	61	20	57	80	23	54
TC_3720	chr2:71190322-71210875	ENSG00000124370	KNOWN		45	43	36	48	45	25	43	31	48	49	27	55	35	35
TC_3721	chr2:71210952-71230738	ENSG00000124383	KNOWN		83	80	94	103	92	89	94	60	77	83	60	88	72	55
TC_3722	chr2:71269117-71283239	ENSG00000124374	KNOWN		10	8	15	9	11	18	7	16	22	9	8	13	5	17
TC_3723	chr2:71412397-71515695	ENSG00000075292	KNOWN		238	222	231	242	229	234	222	180	270	232	189	236	172	178
TC_3724	chr2:71460393-71460496	ENSG00000200779	NOVEL		0	0	1	0	0	0	0	0	1	0	0	0	0	0
TC_3725	chr2:71534268-71767398	ENSG00000135636	KNOWN		84	43	88	46	46	85	41	42	80	50	91	74	56	78
TC_3726	chr2:72209875-72228471	ENSG00000003137	KNOWN		49	2	58	5	6	42	2	2	48	4	46	62	2	49
TC_3727	chr2:72259851-72906662	ENSG00000144036	KNOWN		22	7	24	9	6	20	4	5	14	3	22	34	4	22
TC_3728	chr2:72802443-72802640	ENSG00000200532	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3729	chr2:72841171-72841239	ENSG00000212378	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3730	chr2:72968032-72972794	ENSG00000116096	KNOWN		124	165	118	160	182	125	159	163	123	175	115	137	167	109
TC_3731	chr2:72996770-73015528	ENSG00000135638	KNOWN		110	0	112	2	0	79	0	0	130	0	120	120	0	131
TC_3732	chr2:73022673-73152473	ENSG00000144040	KNOWN		142	213	133	223	226	111	183	220	163	213	110	137	232	145
TC_3733	chr2:73154019-73193654	ENSG00000135631	KNOWN		244	34	262	20	26	240	26	26	264	34	271	294	28	253
TC_3734	chr2:73283327-73291565	ENSG00000214513	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3735	chr2:73294898-73307863	ENSG00000135632	KNOWN		50	33	63	37	42	54	25	36	56	35	49	59	39	47
TC_3736	chr2:73308644-73313864	ENSG00000135617	KNOWN		36	73	56	72	60	55	64	65	60	79	44	49	79	43
TC_3737	chr2:73314913-73333655	ENSG00000135624	KNOWN		238	80	218	61	65	218	66	78	233	88	218	260	78	202
TC_3738	chr2:73336457-73350266	ENSG00000163013	KNOWN		5	1	1	1	8	3	1	1	4	1	0	1	3	1
TC_3739	chr2:73371574-73374118	ENSG00000135625	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3740	chr2:73379320-73379382	ENSG00000208925	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3741	chr2:73450655-73451528	ENSG00000214484	NOVEL		1	0	0	1	0	0	1	0	0	0	1	0	1	0
TC_3742	chr2:73466394-73690554	ENSG00000116127	KNOWN		68	16	80	14	6	62	16	11	62	12	55	80	12	40
TC_3743	chr2:73721358-73723045	ENSG00000144035	KNOWN		478	55	490	44	47	423	54	53	497	61	439	522	48	433
TC_3744	chr2:73725554-73766184	ENSG00000163016	KNOWN		1	0	0	0	0	2	1	0	2	0	1	2	0	0
TC_3745	chr2:73781437-73781868	ENSG00000204872	NOVEL		4	1	6	0	0	8	2	0	9	0	10	9	1	6
TC_3746	chr2:73810509-73818021	ENSG00000144034	KNOWN		39	16	37	27	22	39	16	12	25	11	24	29	16	20
TC_3747	chr2:73842841-73860730	ENSG00000144048	KNOWN		18	14	15	16	9	22	7	8	18	10	18	16	7	14
TC_3748	chr2:73864824-73897627	ENSG00000187833	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3749	chr2:73909594-73943518	ENSG00000124356	KNOWN		79	33	97	47	40	101	38	32	86	44	68	104	46	68
TC_3750	chr2:73973601-74000287	ENSG00000163017	KNOWN		3	4	7	4	1	5	1	2	6	3	2	4	3	4
TC_3751	chr2:74007461-74039596	ENSG00000114956	KNOWN		58	34	59	44	35	54	38	33	74	30	48	67	38	43
TC_3752	chr2:74048740-74048832	ENSG00000201876	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3753	chr2:74095563-74295930	ENSG00000065911	KNOWN		32	13	37	8	10	46	14	4	55	8	39	39	7	39
TC_3754	chr2:74127795-74183203	ENSG00000187605	KNOWN		6	0	3	2	3	4	2	2	4	4	8	2	2	6
TC_3755	chr2:74216036-74228547	ENSG00000163170	KNOWN		56	4	64	10	10	40	6	4	42	6	40	56	6	46
TC_3756	chr2:74235495-74268260	ENSG00000114978	KNOWN		90	24	120	21	20	135	25	22	104	26	74	87	13	70
TC_3757	chr2:74292254-74448048	ENSG00000188687	KNOWN		19	3	15	2	4	15	4	3	17	3	31	19	3	14
TC_3758	chr2:74441790-74461472	ENSG00000204843	KNOWN		278	77	267	66	69	246	76	73	279	87	287	295	100	221
TC_3759	chr2:74488861-74489539	ENSG00000214453	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3760	chr2:74494964-74496885	ENSG00000159239	NOVEL		3	0	3	0	0	4	0	2	8	0	4	7	3	8
TC_3761	chr2:74502365-74506389	ENSG00000005448	KNOWN		10	6	22	1	6	12	2	4	21	4	12	15	2	10
TC_3762	chr2:74506497-74522568	ENSG00000114993	KNOWN		170	162	157	170	162	154	170	164	183	193	166	170	161	157
TC_3763	chr2:74535707-74541526	ENSG00000115274	KNOWN		62	73	68	60	52	64	63	54	58	66	66	77	61	72
TC_3764	chr2:74541712-74546026	ENSG00000115275	KNOWN		129	109	123	118	104	109	95	107	134	113	133	140	100	141
TC_3765	chr2:74552593-74563177	ENSG00000204822	KNOWN		104	71	108	71	66	85	82	66	104	62	72	90	80	92
TC_3766	chr2:74554737-74563631	ENSG00000135637	KNOWN		22	23	15	30	24	14	29	36	19	38	15	26	30	28
TC_3767	chr2:74563718-74575191	ENSG00000115282	KNOWN		70	146	66	154	142	62	178	140	68	164	64	70	153	74
TC_3768	chr2:74578153-74583951	ENSG00000179528	KNOWN		0	8	4	7	10	2	8	12	1	8	2	2	14	1
TC_3769	chr2:74585678-74589215	ENSG00000115289	KNOWN		21	31	24	23	20	18	20	14	32	35	21	26	22	16
TC_3770	chr2:74595119-74597396	ENSG00000115297	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3771	chr2:74598766-74606826	ENSG00000144045	KNOWN		0	0	0	0	0	0	0	0	1	1	0	0	1	0
TC_3772	chr2:74607284-74610482	ENSG00000115307	KNOWN		172	218	152	193	216	140	193	229	179	232	180	193	238	151
TC_3773	chr2:74610040-74614191	ENSG00000115317	KNOWN		56	32	43	35	27	32	27	33	65	33	58	47	40	56
TC_3774	chr2:74613454-74634570	ENSG00000115318	KNOWN		26	20	20	27	15	20	19	19	32	20	28	28	26	28
TC_3775	chr2:74634795-74638181	ENSG00000115325	KNOWN		13	2	8	4	1	12	0	2	9	1	11	8	4	12
TC_3776	chr2:74639351-74728672	ENSG00000159374	KNOWN		0	0	1	0	0	0	0	0	6	0	4	1	0	1
TC_3777	chr2:74734901-74762693	ENSG00000135622	KNOWN		22	7	16	2	5	26	4	7	30	6	18	24	3	24
TC_3778	chr2:74762068-74762295	ENSG00000212977	KNOWN		2	0	0	0	0	0	0	2	2	1	1	2	0	1
TC_3779	chr2:74913290-74973982	ENSG00000159399	KNOWN		13	1	21	3	3	13	3	3	15	0	18	22	2	15
TC_3780	chr2:75008874-75013659	ENSG00000204792	KNOWN		14	4	24	9	7	23	5	7	34	7	26	30	2	23
TC_3781	chr2:75039283-75050366	ENSG00000115350	KNOWN		40	18	40	25	20	34	20	16	39	29	24	37	18	36
TC_3782	chr2:75129738-75279781	ENSG00000115353	KNOWN		0	0	1	0	0	2	0	0	2	0	0	1	0	1
TC_3783	chr2:75499481-75499583	ENSG00000208916	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3784	chr2:75572952-75650356	ENSG00000115363	KNOWN		41	210	40	175	169	42	198	156	46	196	39	48	139	30
TC_3785	chr2:75708592-75708802	ENSG00000208913	NOVEL		0	1	0	0	0	0	0	0	0	0	0	0	0	0
TC_3786	chr2:75715775-75715876	ENSG00000208911	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3787	chr2:75727417-75751387	ENSG00000115364	KNOWN		169	151	216	179	190	188	183	113	216	172	151	205	114	143
TC_3788	chr2:75742802-75791830	ENSG00000005436	KNOWN		56	86	70	62	87	63	79	68	66	102	47	73	55	52
TC_3789	chr2:76525713-76526044	ENSG00000200488	NOVEL		0	0	0	0	0	0	1	0	0	1	0	0	0	0
TC_3790	chr2:76676127-76676294	ENSG00000208903	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3791	chr2:76853552-76853638	ENSG00000200028	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3792	chr2:77598946-77600502	ENSG00000176204	KNOWN		0	0	0	0	0	1	0	0	0	0	0	0	0	0
TC_3793	chr2:77749101-77749171	ENSG00000208894	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3794	chr2:78337635-78337728	ENSG00000211992	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3795	chr2:78493182-78622697	ENSG00000214429	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3796	chr2:78963083-78963186	ENSG00000202423	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3797	chr2:78963262-78963368	ENSG00000200048	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3798	chr2:79106334-79109138	ENSG00000143954	KNOWN		1	0	0	0	0	0	0	0	0	0	0	1	0	0
TC_3799	chr2:79165659-79168627	ENSG00000172023	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3800	chr2:79201092-79204053	ENSG00000115386	KNOWN		39	0	30	1	0	37	1	0	40	1	25	37	0	42
TC_3801	chr2:79217958-79218664	ENSG00000204787	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3802	chr2:79237641-79240387	ENSG00000172016	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3803	chr2:79661955-79678119	ENSG00000214428	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3804	chr2:79674222-79674805	ENSG00000203402	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3805	chr2:79717496-79717588	ENSG00000208877	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3806	chr2:79732191-80729415	ENSG00000066032	KNOWN		1	0	2	0	0	1	0	0	0	0	4	1	0	2
TC_3807	chr2:80378817-80385385	ENSG00000162951	KNOWN		1	1	0	1	0	2	3	3	0	1	0	1	1	2
TC_3808	chr2:80606550-80606640	ENSG00000212001	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3809	chr2:81576849-81576962	ENSG00000200890	NOVEL		1	2	0	0	0	1	0	1	0	0	0	0	0	0
TC_3810	chr2:81663500-81664354	ENSG00000198702	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3811	chr2:82047714-82048009	ENSG00000208871	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3812	chr2:82387704-82387803	ENSG00000201311	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3813	chr2:82896159-82896225	ENSG00000208854	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3814	chr2:82896228-82896286	ENSG00000208850	NOVEL		0	0	0	1	0	0	0	0	0	0	0	0	0	0
TC_3815	chr2:82896287-82896361	ENSG00000208846	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3816	chr2:82898694-82898760	ENSG00000208842	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3817	chr2:82899907-82899973	ENSG00000208838	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3818	chr2:82899976-82900043	ENSG00000208837	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3819	chr2:82901509-82901579	ENSG00000208834	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3820	chr2:82937461-82937757	ENSG00000168129	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3821	chr2:83738381-83738477	ENSG00000199295	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3822	chr2:84371318-84372836	ENSG00000182814	KNOWN		4	0	2	0	1	7	1	0	3	1	4	5	1	3
TC_3823	chr2:84504165-84540097	ENSG00000163541	KNOWN		1271	212	1378	230	202	1168	179	166	1339	194	1080	1417	174	969
TC_3824	chr2:84597090-84665489	ENSG00000177735	KNOWN		4	0	3	1	0	1	0	0	4	0	0	1	0	1
TC_3825	chr2:84705609-84717921	ENSG00000168948	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3826	chr2:84734299-84900224	ENSG00000115423	KNOWN		4	10	9	7	6	6	8	10	5	8	6	8	6	4
TC_3827	chr2:84902299-84961880	ENSG00000186854	KNOWN		3	0	3	0	0	1	2	0	0	0	2	1	1	1
TC_3828	chr2:84939387-84939459	ENSG00000208827	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3829	chr2:84955165-84955722	ENSG00000213400	NOVEL		0	0	0	0	0	1	0	0	0	0	0	0	0	1
TC_3830	chr2:84975720-84975856	ENSG00000214400	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3831	chr2:84986274-84987310	ENSG00000034510	KNOWN		411	155	412	104	122	392	113	124	447	152	415	478	133	395
TC_3832	chr2:84996421-84997300	ENSG00000213399	NOVEL		1	3	1	3	0	2	0	2	1	1	1	4	1	1
TC_3833	chr2:85108405-85134959	ENSG00000176407	KNOWN		92	82	123	75	80	115	81	58	124	76	76	115	72	93
TC_3834	chr2:85214245-85391012	ENSG00000152284	KNOWN		54	23	51	33	23	35	15	26	61	22	58	64	17	44
TC_3835	chr2:85285560-85285666	ENSG00000200701	NOVEL		1	0	1	0	0	0	1	0	0	0	0	0	0	0
TC_3836	chr2:85398658-85408885	ENSG00000152291	KNOWN		1255	660	1215	655	657	1144	590	538	1244	700	1105	1307	597	1076
TC_3837	chr2:85413531-85413630	ENSG00000212337	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3838	chr2:85422733-85435166	ENSG00000042445	KNOWN		174	200	196	203	194	162	209	190	170	212	158	169	204	143
TC_3839	chr2:85435391-85472382	ENSG00000115459	KNOWN		47	50	42	39	49	41	36	38	56	44	49	51	52	46
TC_3840	chr2:85448219-85448318	ENSG00000202382	NOVEL		0	1	1	0	0	0	1	0	0	1	2	0	1	2
TC_3841	chr2:85448916-85449214	ENSG00000208809	NOVEL		1	1	0	2	0	3	0	0	0	0	0	0	0	0
TC_3842	chr2:85475402-85491331	ENSG00000042493	KNOWN		147	9	142	4	1	134	4	1	148	4	151	171	6	145
TC_3843	chr2:85499565-85517661	ENSG00000152292	KNOWN		3	3	2	0	0	3	3	1	5	4	3	3	3	4
TC_3844	chr2:85515141-85515251	ENSG00000207207	NOVEL		0	0	2	0	0	0	0	0	0	1	0	0	0	0
TC_3845	chr2:85523138-85523425	ENSG00000208796	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3846	chr2:85540780-85540886	ENSG00000199936	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3847	chr2:85619799-85625912	ENSG00000168906	KNOWN		340	297	343	297	283	313	280	229	382	277	350	385	233	312
TC_3848	chr2:85629718-85642090	ENSG00000115486	KNOWN		119	227	115	246	249	119	228	191	109	241	110	127	196	92
TC_3849	chr2:85648298-85648594	ENSG00000207470	NOVEL		0	0	0	0	0	2	0	0	0	0	0	0	0	0
TC_3850	chr2:85658228-85662664	ENSG00000118640	KNOWN		324	166	349	164	172	280	144	135	336	153	311	338	167	280
TC_3851	chr2:85665042-85674020	ENSG00000168899	KNOWN		46	37	63	36	26	51	29	31	56	34	46	57	36	46
TC_3852	chr2:85676348-85678342	ENSG00000168894	KNOWN		91	50	123	48	59	97	47	55	132	48	78	104	57	84
TC_3853	chr2:85679182-85683332	ENSG00000168890	KNOWN		64	66	81	55	50	58	66	55	70	62	61	61	54	54
TC_3854	chr2:85687290-85692663	ENSG00000168887	KNOWN		82	96	94	79	70	98	79	72	91	84	97	89	99	80
TC_3855	chr2:85696794-85729916	ENSG00000168883	KNOWN		91	54	118	62	54	111	63	38	93	65	87	125	47	91
TC_3856	chr2:85737954-85748823	ENSG00000168878	KNOWN		2	1	2	0	0	0	0	0	2	0	4	0	0	2
TC_3857	chr2:85774925-85779391	ENSG00000115523	KNOWN		0	7	0	5	8	1	6	8	1	5	1	1	10	3
TC_3858	chr2:85808814-85808971	ENSG00000199687	NOVEL		0	0	0	0	0	1	0	0	0	0	0	0	0	0
TC_3859	chr2:85834528-85868696	ENSG00000168874	KNOWN		18	26	14	33	37	14	32	38	16	32	20	20	35	24
TC_3860	chr2:85901094-85901238	ENSG00000208775	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3861	chr2:85919778-85969668	ENSG00000115525	KNOWN		22	48	26	56	55	13	55	42	20	47	14	21	33	17
TC_3862	chr2:86106962-86186789	ENSG00000068654	KNOWN		82	29	80	42	22	59	21	34	88	30	69	99	21	72
TC_3863	chr2:86186849-86222791	ENSG00000132300	KNOWN		233	214	235	197	200	234	201	161	262	220	205	292	158	183
TC_3864	chr2:86216504-86216640	ENSG00000208772	NOVEL		5	5	1	3	4	7	1	2	6	0	7	6	6	5
TC_3865	chr2:86224574-86276108	ENSG00000132305	KNOWN		344	126	376	136	127	330	139	115	384	122	302	388	103	278
TC_3866	chr2:86240592-86240700	ENSG00000200241	NOVEL		1	0	0	1	0	0	0	0	0	1	0	0	2	0
TC_3867	chr2:86280091-86293480	ENSG00000132313	KNOWN		100	60	112	51	52	108	50	44	118	62	88	128	45	90
TC_3868	chr2:86294633-86418288	ENSG00000068615	KNOWN		15	7	20	6	8	17	9	7	11	5	13	9	5	12
TC_3869	chr2:86427696-86427829	ENSG00000202537	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3870	chr2:86504439-86504519	ENSG00000212477	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3871	chr2:86521954-86573350	ENSG00000115548	KNOWN		93	60	133	54	59	113	57	52	144	59	106	124	42	105
TC_3872	chr2:86584064-86644111	ENSG00000115561	KNOWN		470	116	500	132	136	429	142	126	524	145	378	482	98	376
TC_3873	chr2:86595838-86595942	ENSG00000200563	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3874	chr2:86666768-86666860	ENSG00000216010	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3875	chr2:86684028-86704489	ENSG00000118639	KNOWN		113	231	94	248	247	88	225	169	82	281	67	105	188	61
TC_3876	chr2:86800925-86855943	ENSG00000153561	KNOWN		34	41	42	38	26	37	41	30	40	30	34	48	30	29
TC_3877	chr2:86865240-86871638	ENSG00000153563	KNOWN		1	9	0	10	8	0	2	11	0	5	0	0	3	0
TC_3878	chr2:86895973-86942549	ENSG00000172116	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3879	chr2:86906254-86908859	ENSG00000198012	KNOWN		0	0	0	3	0	0	1	0	0	5	0	0	0	0
TC_3880	chr2:86988587-87094610	ENSG00000187627	KNOWN		0	2	0	4	2	0	2	8	0	4	0	0	1	0
TC_3881	chr2:87091098-87102480	ENSG00000183281	KNOWN		0	7	0	6	9	0	5	8	0	8	0	0	7	0
TC_3882	chr2:87193084-87193155	ENSG00000208752	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3883	chr2:87253693-87277489	ENSG00000204745	NOVEL		0	1	0	0	0	0	0	0	0	0	0	0	0	0
TC_3884	chr2:87449867-87450143	ENSG00000213375	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3885	chr2:87536077-87602148	ENSG00000184943	KNOWN		3	1	3	0	0	3	2	1	3	0	1	7	1	3
TC_3886	chr2:87646457-87647697	ENSG00000214354	NOVEL		2	2	4	1	3	4	2	0	3	0	3	2	1	0
TC_3887	chr2:87666082-87669874	ENSG00000204743	KNOWN		1	0	0	0	0	1	0	0	3	0	0	1	0	0
TC_3888	chr2:87677588-87678027	ENSG00000204742	KNOWN		1	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3889	chr2:87828721-87838652	ENSG00000125551	KNOWN		1	20	0	11	14	1	17	17	1	24	0	1	18	0
TC_3890	chr2:87836594-88066424	ENSG00000185304	KNOWN		1	20	0	11	14	1	17	18	1	26	0	1	18	0
TC_3891	chr2:87905524-87905574	ENSG00000208749	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3892	chr2:88095233-88095329	ENSG00000208746	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3893	chr2:88096988-88097181	ENSG00000207043	NOVEL		0	0	0	1	0	0	2	0	0	0	0	0	0	0
TC_3894	chr2:88107838-88136397	ENSG00000172086	KNOWN		99	123	112	128	132	106	133	95	114	125	82	103	106	83
TC_3895	chr2:88148496-88194015	ENSG00000115593	KNOWN		0	1	1	0	2	0	0	2	0	4	0	0	0	0
TC_3896	chr2:88203625-88208693	ENSG00000163586	KNOWN		854	2474	871	2500	2444	832	2260	1976	919	2614	785	910	2034	737
TC_3897	chr2:88251032-88267260	ENSG00000144115	KNOWN		110	158	130	142	148	122	130	136	148	163	127	164	172	100
TC_3898	chr2:88310205-88310298	ENSG00000202012	NOVEL		0	0	0	0	0	1	0	0	0	0	0	0	0	0
