tracking_id	locus	nearest_ref_id	class_code	transcript_length	T1a	T1b	T2	T3	N1	N2
Gene_16875	chr3:9426934-9427081	NM_015453	c		0	0	0	0	0	1
Gene_16876	chr3:9427143-9427184	NM_015453	c		10	5	31	20	1	4
Gene_16877	chr3:9427284-9427354	NM_015453	c		5	2	30	0	31	5
Gene_16878	chr3:9427504-9427557	NM_015453	c		5	9	0	67	116	9
Gene_16879	chr3:9427805-9427934	NM_015453	c		68	53	94	37	43	65
Gene_16880	chr3:9428309-9428349	NM_015453	c		174	144	381	143	221	211
Gene_16881	chr3:9470609-9470657	NM_001080517	c		218	228	469	221	538	240
Gene_16882	chr3:9476417-9476587	NM_001080517	e		36	35	61	100	60	47
Gene_16883	chr3:9477257-9477538	NM_001080517	e		4	12	30	2	22	26
Gene_16884	chr3:9483348-9483948	NM_001080517	e		263	334	138	181	51	51
Gene_16885	chr3:9487363-9488776	NM_001080517	c		0	4	1	0	0	3
Gene_16886	chr3:9489367-9489692	NM_001080517	e		275	490	742	362	602	181
Gene_16887	chr3:9490067-9490257	NM_001080517	e		22	10	37	8	75	227
Gene_16888	chr3:9495425-9495486	NM_001080517	c		149	61	150	84	231	77
Gene_16889	chr3:9506159-9506435	NM_001080517	e		28	27	80	144	50	24
Gene_16890	chr3:9512031-9512186	NM_001080517	e		237	234	570	481	366	108
Gene_16891	chr3:9512459-9512516	NM_001080517	c		0	0	1	0	0	0
Gene_16892	chr3:9515055-9515198	NM_001080517	c		17	13	98	34	24	17
Gene_16893	chr3:9516771-9516843	NM_001080517	c		51	57	134	97	312	62
Gene_16894	chr3:9517202-9517245	NM_001080517	c		54	68	4	9	290	25
Gene_16895	chr3:9518028-9518099	NM_001080517	c		63	100	18	37	6	52
Gene_16896	chr3:9518184-9518240	NM_001080517	c		126	172	330	226	179	230
Gene_16897	chr3:9518484-9518592	NM_001080517	c		4	3	4	1	0	2
Gene_16898	chr3:9518730-9518949	NM_001080517	c		1	3	0	37	5	49
Gene_16899	chr3:9519101-9519236	NM_001080517	c		0	0	0	0	3	5
Gene_16900	chr3:9719026-9719733	NM_022485	c		84	90	175	34	138	212
Gene_16901	chr3:9781478-9781607	NM_001003694	c		10	0	7	34	60	106
Gene_16902	chr3:9841896-9841966	NM_001024959	c		575	635	74	161	793	265
Gene_16903	chr3:9845471-9845666	NM_001024959	e		22	43	26	56	33	28
Gene_16904	chr3:9848260-9848329	NM_001024959	c		17	8	138	72	45	26
Gene_16905	chr3:9848700-9848750	NM_001024959	c		0	1	24	0	8	20
Gene_16906	chr3:9860540-9861017	NM_001025930	e		4	0	8	6	4	5
Gene_16907	chr3:9868718-9868758	NM_001025930	c		690	579	1988	1606	898	706
Gene_16908	chr3:10084289-10084335	NM_001018115	c		14	10	326	313	0	67
Gene_16909	chr3:10088261-10088325	NM_001018115	e		0	0	1	0	0	0
Gene_16910	chr3:10107578-10107637	NM_001018115	c		97	123	749	334	269	214
Gene_16911	chr3:10114940-10115044	NM_001018115	c		1	0	0	0	0	0
Gene_16912	chr3:10116218-10116259	NM_001018115	c		0	0	7	0	0	0
Gene_16913	chr3:10142908-10143022	NM_001018115	c		35	11	0	0	14	0
Gene_16914	chr3:10157431-10157475	NM_018462	c		35	3	12	0	0	3
Gene_16915	chr3:10168109-10168683	NM_018462	c		0	0	1	0	0	0
Gene_16916	chr3:10168774-10168850	NM_018462	c		2	0	0	0	0	0
Gene_16917	chr3:10191882-10191926	NM_000551	c		93	127	13	1	4	2
Gene_16918	chr3:10192395-10192435	NM_000551	c		48	32	8	15	0	32
Gene_16919	chr3:10302177-10302246	NM_014760	c		0	0	0	16	0	0
Gene_16920	chr3:10312344-10312394	NM_014760	c		42	31	156	52	145	133
Gene_16921	chr3:10322622-10322736	NM_014760	c		360	247	2641	123	181	431
Gene_16922	chr3:10327059-10327199	NR_026829	c		27	11	114	23	24	85
Gene_16923	chr3:10327265-10327326	NR_026829	c		3	3	139	634	709	138
Gene_16924	chr3:10334955-10334995	NR_024146	c		0	0	3	0	0	0
Gene_16925	chr3:11301666-11301957	NM_000861	c		89	121	105	127	151	141
Gene_16926	chr3:11302028-11302069	NM_000861	c		2	2	51	6	15	5
Gene_16927	chr3:11302312-11302426	NM_000861	c		32	22	52	0	16	13
Gene_16928	chr3:11303216-11303337	NM_000861	c		47	33	52	12	34	20
Gene_16929	chr3:11340170-11340381	NM_001136031	e		1	0	0	0	0	0
Gene_16930	chr3:11348421-11350513	NM_001136031	c		93	152	150	306	205	27
Gene_16931	chr3:11372900-11372989	NM_001136031	e		2	2	0	0	7	10
Gene_16932	chr3:11598758-11598798	NM_001136031	c		411	678	2543	1069	1803	513
Gene_16933	chr3:11598863-11599034	NM_001136031	c		695	791	3616	1153	1692	777
Gene_16934	chr3:11619791-11632164	-	-		5	1	22	8	7	8
Gene_16935	chr3:12558130-12558222	NM_001145394	e		6	2	29	0	14	4
Gene_16936	chr3:12573031-12573158	NM_001145394	e		20	14	27	10	2	17
Gene_16937	chr3:12574186-12574302	NM_001145394	c		215	152	376	80	116	145
Gene_16938	chr3:12574393-12574471	NM_001145394	c		3	5	10	11	5	0
Gene_16939	chr3:12613763-12613842	NM_014160	c		84	122	167	71	144	89
Gene_16940	chr3:12623795-12623947	NM_014160	c		3	6	31	100	27	7
Gene_16941	chr3:12625139-12625240	NM_014160	o		12	55	10	11	3	0
Gene_16942	chr3:12680771-12704103	-	-		319	370	2091	912	1330	727
Gene_16943	chr3:12875190-12875313	NM_001162499	e		46	34	7	79	107	61
Gene_16944	chr3:12876042-12876088	NM_001162499	c		160	73	176	115	223	563
Gene_16945	chr3:14174043-14174096	NM_024334	e		2	0	1	1	0	0
Gene_16946	chr3:14183898-14184015	NM_024334	c		0	0	35	0	1	2
Gene_16947	chr3:14184101-14185027	NM_024334	c		452	223	340	179	289	210
Gene_16948	chr3:14239532-14239682	NM_014463	e		40	55	218	43	14	24
Gene_16949	chr3:14487293-14487356	NM_001134368	c		26	10	4	6	13	76
Gene_16950	chr3:14519972-14523218	NM_003043	e		0	1	0	1	0	1
Gene_16951	chr3:14526626-14526724	NM_003043	c		195	91	86	52	132	49
Gene_16952	chr3:14526905-14526987	NM_003043	c		0	0	12	12	0	0
Gene_16953	chr3:14527053-14527222	NM_003043	c		3	2	3	0	0	7
Gene_16954	chr3:14528518-14528661	NM_003043	c		15	6	63	8	31	12
Gene_16955	chr3:14528684-14528750	NM_003043	c		0	0	55	31	0	0
Gene_16956	chr3:14529099-14529423	NM_003043	c		26	37	40	15	15	35
Gene_16957	chr3:14529995-14530036	NM_003043	c		10	9	17	3	310	258
Gene_16958	chr3:14703041-14703142	NM_016474	c		152	182	912	780	572	320
Gene_16959	chr3:14708871-14709636	NM_016474	e		0	0	4	0	0	0
Gene_16960	chr3:14712427-14712482	NM_016474	c		1	0	0	0	0	1
Gene_16961	chr3:14712585-14712625	NM_016474	c		39	34	209	145	94	83
Gene_16962	chr3:14712930-14713010	NM_016474	c		388	310	1741	1146	745	931
Gene_16963	chr3:14713886-14714027	NM_016474	c		55	53	33	6	10	1
Gene_16964	chr3:15045387-15045479	NM_003298	c		0	0	5	5	2	0
Gene_16965	chr3:15071780-15073951	NM_003298	e		45	12	0	0	0	0
Gene_16966	chr3:15071780-15073951	NM_003298	c		410	266	822	502	1029	1081
Gene_16967	chr3:15079601-15079724	NM_003298	e		450	361	1356	201	714	594
Gene_16968	chr3:15084259-15084379	NM_003298	e		5	0	36	57	38	41
Gene_16969	chr3:15084439-15084564	NM_003298	c		2	0	34	52	35	12
Gene_16970	chr3:15085084-15085188	NM_003298	c		29	24	23	0	0	7
Gene_16971	chr3:15087625-15087994	NM_003298	c		2	1	8	56	41	14
Gene_16972	chr3:15088077-15088339	NM_003298	c		9	12	20	3	41	23
Gene_16973	chr3:15089081-15089315	NM_003298	c		1	0	34	7	0	2
Gene_16974	chr3:15089081-15089315	NM_003298	c		59	53	93	415	167	104
Gene_16975	chr3:15090668-15090760	NM_003298	c		0	0	0	0	0	6
Gene_16976	chr3:15256109-15263315	NM_014296	o		0	0	1	0	0	0
Gene_16977	chr3:15283716-15283769	NM_014296	e		77	61	115	30	33	33
Gene_16978	chr3:15287033-15287120	NM_014296	c		2820	1394	7322	892	2488	5014
Gene_16979	chr3:15292443-15292664	NM_014296	c		101	127	1014	342	250	76
Gene_16980	chr3:15292805-15293267	NM_014296	c		5	3	11	0	2	5
Gene_16981	chr3:15294074-15294148	NM_014296	c		359	332	296	202	820	152
Gene_16982	chr3:15475866-15475987	NM_033083	c		0	0	32	0	0	3
Gene_16983	chr3:15480630-15480864	NM_033083	c		94	89	4	112	0	130
Gene_16984	chr3:15481726-15481771	NM_033083	c		41	71	361	291	282	64
Gene_16985	chr3:15522473-15525969	-	-		31	21	106	300	82	35
Gene_16986	chr3:15677031-15677082	NM_000060	c		1	0	0	0	0	0
Gene_16987	chr3:15687191-15687271	NM_000060	c		1035	728	4526	6039	4442	2734
Gene_16988	chr3:15736263-15747334	-	-		2	0	428	7	52	16
Gene_16989	chr3:16336359-16336553	NM_138381	e		1	1	0	0	0	0
Gene_16990	chr3:18581541-18619663	-	-		2	2	1	0	1	2
Gene_16991	chr3:19992394-19992521	NM_004162	c		0	0	1	6	0	3
Gene_16992	chr3:20017560-20017655	NM_004162	c		1	0	0	2	0	0
Gene_16993	chr3:20025859-20025899	NM_004162	c		83	47	130	68	281	106
Gene_16994	chr3:20026095-20026156	NM_004162	c		1	0	1	5	0	7
Gene_16995	chr3:20026521-20026659	NM_004162	c		0	0	0	0	0	2
Gene_16996	chr3:20113835-20113884	NM_003884	c		54	16	243	90	68	164
Gene_16997	chr3:20189746-20189786	NM_003884	c		34	34	75	81	0	35
Gene_16998	chr3:20198960-20215772	-	-		276	258	1076	313	411	416
Gene_16999	chr3:23374502-23393422	NM_152653	i		0	0	3	0	0	0
Gene_17000	chr3:23541169-23541229	NM_152653	c		154	96	463	292	754	462
Gene_17001	chr3:23847379-23847488	NM_003341	o		89	147	71	69	161	178
Gene_17002	chr3:23887074-23903192	NM_003341	i		295	124	249	107	212	369
Gene_17003	chr3:23932187-23932450	NM_003341	c		217	193	499	287	504	318
Gene_17004	chr3:23932539-23932796	NM_003341	c		9	4	8	0	2	5
Gene_17005	chr3:23959953-23960159	NM_002948	e		0	0	0	0	0	7
Gene_17006	chr3:23960683-23961466	NM_002948	o		44	35	53	15	11	23
Gene_17007	chr3:23962082-23962217	NM_002948	c		1	0	0	0	0	0
Gene_17008	chr3:23996030-23996139	NM_005126	c		119	123	200	118	70	44
Gene_17009	chr3:24003517-24003641	NM_005126	c		0	0	1	0	0	5
Gene_17010	chr3:24003820-24003860	NM_005126	c		2	0	11	6	0	0
Gene_17011	chr3:24009374-24009415	NM_005126	c		90	84	262	258	270	210
Gene_17012	chr3:24009472-24009650	NM_005126	e		6	2	0	0	0	0
Gene_17013	chr3:24018768-24018816	NM_005126	c		3	0	7	8	2	3
Gene_17014	chr3:24019062-24019482	NM_005126	c		0	0	0	0	0	1
Gene_17015	chr3:24020554-24020677	NM_005126	c		3	3	198	52	231	13
Gene_17016	chr3:24020977-24021039	NM_005126	c		11	12	6	1	1	7
Gene_17017	chr3:24021320-24021571	NM_005126	c		89	69	451	369	133	189
Gene_17018	chr3:24021695-24021753	NM_005126	c		42	19	74	12	49	38
Gene_17019	chr3:24022024-24022105	NM_005126	c		4	8	8	4	24	26
Gene_17020	chr3:25470140-25470180	NM_000965	c		2	3	3	0	0	2
Gene_17021	chr3:25637928-25637969	NM_016152	c		118	128	187	188	561	100
Gene_17022	chr3:25759536-25762662	-	-		0	0	0	0	20	8
Gene_17023	chr3:27497107-27516037	-	-		6	11	0	2	10	11
Gene_17024	chr3:28304783-28304856	NM_182523	c		1	0	0	0	0	0
Gene_17025	chr3:29323026-29323338	NM_001003792	e		23	25	10	31	134	195
Gene_17026	chr3:29910316-29910387	NM_001003792	e		10	5	86	13	64	6
Gene_17027	chr3:30045436-30045500	NM_001003792	c		0	0	0	0	3	0
Gene_17028	chr3:30691686-30691842	NM_001024847	e		28	48	82	20	42	18
Gene_17029	chr3:30733877-30734229	NM_001024847	c		210	118	584	297	802	582
Gene_17030	chr3:30734399-30734492	NM_001024847	c		347	188	185	61	360	81
Gene_17031	chr3:31641867-31641953	NM_178862	e		1	0	2	0	0	1
Gene_17032	chr3:31661168-31661232	NM_178862	c		21	41	11	0	1	13
Gene_17033	chr3:31663608-31665285	NM_178862	c		74	59	60	79	74	24
Gene_17034	chr3:31666481-31667619	NM_178862	c		1	0	0	0	0	0
Gene_17035	chr3:31674419-31674635	NM_178862	e		17	15	68	98	56	21
Gene_17036	chr3:31677474-31677590	NM_178862	e		0	0	2	0	5	1
Gene_17037	chr3:32207559-32207599	NM_015141	c		0	0	1	12	5	0
Gene_17038	chr3:32209504-32209691	NM_015141	c		25	73	65	30	23	53
Gene_17039	chr3:32209779-32209877	NM_015141	c		5	1	4	0	0	0
Gene_17040	chr3:32750186-32750269	NM_015442	c		43	34	50	67	29	60
Gene_17041	chr3:33165908-33165980	NM_006371	c		28	27	70	72	23	59
Gene_17042	chr3:33175692-33184238	NM_006371	c		0	0	0	0	1	0
Gene_17043	chr3:33184349-33184537	NM_006371	c		22	18	103	8	32	28
Gene_17044	chr3:33185103-33185851	NM_006371	c		140	91	359	373	222	397
Gene_17045	chr3:33185997-33186354	NM_006371	c		0	2	1	0	0	0
Gene_17046	chr3:33185997-33186354	NM_006371	c		115	145	82	281	266	87
Gene_17047	chr3:33187326-33187474	NM_006371	c		247	247	1	23	19	51
Gene_17048	chr3:33188505-33188561	NM_006371	c		0	0	9	0	0	0
Gene_17049	chr3:33188959-33189005	NM_006371	c		1	3	17	1	10	0
Gene_17050	chr3:33406113-33406155	NM_001171713	e		64	17	97	124	159	127
Gene_17051	chr3:33428711-33428755	NM_001171713	c		0	0	7	31	0	0
Gene_17052	chr3:33866711-33868051	NM_013374	c		26	15	42	25	16	25
Gene_17053	chr3:33877534-33877677	NM_013374	e		0	2	0	5	0	63
Gene_17054	chr3:33885598-33885705	NM_013374	e		0	0	1	14	0	0
Gene_17055	chr3:33886911-33887127	NM_013374	e		1	0	0	0	0	0
Gene_17056	chr3:33907930-33908013	NM_013374	c		52	60	179	868	226	18
Gene_17057	chr3:33908571-33908650	NM_013374	c		665	586	725	938	1796	596
Gene_17058	chr3:33909957-33910007	NM_013374	c		6	14	21	16	6	3
Gene_17059	chr3:36549658-36569482	NM_003149	i		284	174	470	180	304	141
Gene_17060	chr3:36588510-36588613	NM_003149	c		1919	1121	8	58	3923	366
Gene_17061	chr3:37038148-37038222	NM_000249	e		3	0	4	17	28	26
Gene_17062	chr3:37042450-37042500	NM_000249	c		26	19	28	21	11	24
Gene_17063	chr3:37053429-37053570	NM_000249	e		49	40	85	115	107	77
Gene_17064	chr3:37058981-37059108	NM_000249	e		100	67	0	0	23	0
Gene_17065	chr3:37067444-37067488	NM_000249	c		2812	3414	5871	11806	7047	4136
Gene_17066	chr3:37090410-37090456	NM_000249	c		272	137	59	13	35	107
Gene_17067	chr3:37092020-37092257	NM_000249	c		337	325	806	2029	707	229
Gene_17068	chr3:37330737-37337669	NM_002078	c		0	0	75	10	16	11
Gene_17069	chr3:37340784-37343765	NM_002078	c		5	6	20	7	0	10
Gene_17070	chr3:37356938-37360647	NM_002078	c		35	28	83	54	95	78
Gene_17071	chr3:37363196-37363367	NM_002078	e		80	45	0	47	227	48
Gene_17072	chr3:37365162-37365219	NM_002078	c		0	0	16	0	0	2
Gene_17073	chr3:37367000-37367268	NM_002078	c		69	74	344	143	218	89
Gene_17074	chr3:37368165-37368682	NM_002078	c		0	0	15	0	0	0
Gene_17075	chr3:37370456-37370587	NM_002078	e		12	6	23	29	16	14
Gene_17076	chr3:37376600-37376662	NM_002078	e		3	0	14	15	0	4
Gene_17077	chr3:37402771-37402884	NM_002078	e		8	4	15	32	35	24
Gene_17078	chr3:37458993-37459033	NM_178342	c		19	7	91	405	20	234
Gene_17079	chr3:37459254-37459374	NM_178342	c		1	1	1	0	0	0
Gene_17080	chr3:37860662-37860764	NM_002207	c		42	65	103	12	83	32
Gene_17081	chr3:38024321-38024406	NM_001008392	c		41	37	237	142	110	47
Gene_17082	chr3:38025345-38025420	NM_001008392	c		91	9	1303	231	5	5639
Gene_17083	chr3:38025626-38025724	NM_001008392	c		1	0	3	14	10	4
Gene_17084	chr3:38183278-38183470	NM_002468	c		1	0	3	24	59	1
Gene_17085	chr3:38207342-38207388	NM_005109	c		0	0	2	0	0	3
Gene_17086	chr3:38232329-38232373	NM_005109	e		0	0	5	0	0	0
Gene_17087	chr3:38240253-38240296	NM_005109	c		18	4	32	55	0	21
Gene_17088	chr3:38278388-38278444	NM_005109	c		35	10	30	28	8	9
Gene_17089	chr3:38287604-38287679	NM_005109	c		493	116	0	0	5	4
Gene_17090	chr3:38293782-38293883	NM_005109	e		103	75	461	366	244	229
Gene_17091	chr3:38295292-38295372	NM_005109	c		1	0	1	1	1	2
Gene_17092	chr3:38295856-38296198	NM_005109	c		40	43	140	109	125	81
Gene_17093	chr3:38296615-38296714	NM_005109	c		2612	2050	9058	4664	6441	3801
Gene_17094	chr3:38296818-38296881	NM_005109	c		7	7	49	12	0	5
Gene_17095	chr3:38414147-38414187	NM_005108	c		5	4	1	2	1	1
Gene_17096	chr3:38438578-38438627	NM_005108	c		17	7	49	15	9	21
Gene_17097	chr3:38454529-38454613	NM_005108	c		6	2	7	0	9	8
Gene_17098	chr3:38454869-38455006	NM_005108	c		952	658	553	448	713	350
Gene_17099	chr3:38455280-38455330	NM_005108	c		0	0	1	0	0	0
Gene_17100	chr3:38455813-38455902	NM_005108	c		54	66	185	70	240	68
Gene_17101	chr3:38533749-38533812	NM_001106	c		125	167	7	0	107	15
Gene_17102	chr3:38533918-38534044	NM_001106	c		0	0	1	0	0	1
Gene_17103	chr3:38539237-38539313	NM_005107	e		6	0	2	14	0	0
Gene_17104	chr3:38565396-38565473	NM_001145464	c		41	45	140	202	278	84
Gene_17105	chr3:38567771-38567887	NM_001145464	o		1635	1566	2662	1227	632	687
Gene_17106	chr3:39121198-39121245	NM_020839	e		13	56	0	0	0	0
Gene_17107	chr3:39125641-39125751	NM_020839	e		1018	402	2539	973	1947	4569
Gene_17108	chr3:39126131-39126213	NM_020839	e		9	10	2142	12156	89	17
Gene_17109	chr3:39129624-39129773	NM_020839	e		1	0	3	2	15	1
Gene_17110	chr3:39135481-39135587	NM_020839	e		14	7	52	2	59	45
Gene_17111	chr3:39180352-39180392	NM_001105513	c		0	0	3	0	0	4
Gene_17112	chr3:39438444-39438532	NM_017875	c		1	0	1	0	1	0
Gene_17113	chr3:39450119-39450167	NM_002295	c		151	167	224	235	349	196
Gene_17114	chr3:40353556-40353603	NM_005875	c		6	6	11	25	25	14
Gene_17115	chr3:40469320-40469396	NM_001248	c		136	76	320	277	344	161
Gene_17116	chr3:40469659-40469709	NM_001248	c		66	33	96	117	102	162
Gene_17117	chr3:40529494-40529627	NM_001145094	c		0	0	0	0	0	1
Gene_17118	chr3:40573770-40573810	NM_198484	c		18	16	90	99	39	31
Gene_17119	chr3:40574458-40574512	NM_198484	c		58	44	212	147	187	107
Gene_17120	chr3:40575288-40575357	NM_198484	c		0	0	2	7	1	4
Gene_17121	chr3:40575768-40575964	NM_198484	c		0	0	12	0	14	0
Gene_17122	chr3:40576120-40576234	NM_198484	c		11	14	44	10	30	9
Gene_17123	chr3:40576394-40576833	NM_198484	c		16	11	0	0	0	1
Gene_17124	chr3:40577086-40577147	NM_198484	c		3	5	4	9	0	0
Gene_17125	chr3:40577212-40577548	NM_198484	c		2	0	6	0	0	47
Gene_17126	chr3:40578057-40578124	NM_198484	c		4	2	3	3	0	8
Gene_17127	chr3:40580454-40580494	NM_198484	c		180	169	220	26	347	231
Gene_17128	chr3:40580632-40580830	NM_198484	c		54	19	78	86	101	89
Gene_17129	chr3:41266028-41266502	NM_001098210	c		0	0	4	0	0	12
Gene_17130	chr3:41266592-41266640	NM_001098210	c		32	25	140	41	30	79
Gene_17131	chr3:41266943-41267051	NM_001098210	c		3	1	0	0	0	0
Gene_17132	chr3:41267162-41267300	NM_001098210	c		291	253	447	386	468	166
Gene_17133	chr3:41275020-41275262	NM_001098210	c		380	365	1082	915	1000	328
Gene_17134	chr3:41275493-41275684	NM_001098210	e		9	7	23	23	13	15
Gene_17135	chr3:41275742-41275827	NM_001098210	e		3	1	1	7	3	20
Gene_17136	chr3:41277185-41277325	NM_001098210	e		40	25	146	140	148	44
Gene_17137	chr3:41277911-41277951	NM_001098210	c		167	122	245	418	331	242
Gene_17138	chr3:41278193-41278324	NM_001098210	e		2715	3056	8570	7480	6668	5958
Gene_17139	chr3:41279472-41279604	NM_001098210	e		110	77	238	345	270	168
Gene_17140	chr3:41280549-41280687	NM_001098210	e		148	128	414	498	261	183
Gene_17141	chr3:41280887-41281073	NM_001904	c		0	1	24	0	0	15
Gene_17142	chr3:41281126-41281568	NM_001098210	c		0	0	2	0	0	0
Gene_17143	chr3:42238495-42243396	NM_001042646	c		0	0	0	0	0	1
Gene_17144	chr3:42251350-42251423	NM_001042646	c		38	25	171	152	107	70
Gene_17145	chr3:42252897-42252991	NM_014965	c		78	28	647	305	378	317
Gene_17146	chr3:42253077-42253151	NM_014965	c		21	16	60	49	36	10
Gene_17147	chr3:42253207-42253577	NM_014965	c		24	61	60	22	78	20
Gene_17148	chr3:42253814-42253927	NM_014965	c		1	1	25	10	0	12
Gene_17149	chr3:42260935-42261027	NM_001042646	e		219	188	182	128	212	106
Gene_17150	chr3:42265834-42266082	NM_001042646	c		113	136	261	283	399	134
Gene_17151	chr3:42266919-42267038	NM_001042646	c		1	0	1	0	0	0
Gene_17152	chr3:42660597-42661051	NM_005385	e		35	21	216	25	1	11
Gene_17153	chr3:42661137-42662960	NM_005385	e		17	10	55	7	55	16
Gene_17154	chr3:42672677-42672796	NM_005385	c		1	3	15	0	4	2
Gene_17155	chr3:42676108-42676745	NM_005385	c		1677	1264	2006	2079	3299	1899
Gene_17156	chr3:42677907-42700863	NM_005385	c		51	26	123	107	0	8
Gene_17157	chr3:42677907-42700863	NM_005385	c		2	2	23	16	0	13
Gene_17158	chr3:42677907-42700863	NM_005385	c		46	76	17	78	9	6
Gene_17159	chr3:42677907-42700863	NM_005385	c		44	16	103	98	173	108
Gene_17160	chr3:42677907-42700863	NM_005385	c		79	47	64	107	104	50
Gene_17161	chr3:42677907-42700863	NM_005385	c		30	49	143	29	41	91
Gene_17162	chr3:42677907-42700863	NM_005385	e		0	0	4	0	0	0
Gene_17163	chr3:42677907-42700863	NM_005385	c		174	192	661	759	412	270
Gene_17164	chr3:42677907-42700863	NM_005385	c		0	0	81	71	18	32
Gene_17165	chr3:42677907-42700863	NM_005385	c		8	1	6	13	9	9
Gene_17166	chr3:42677907-42700863	NM_005385	c		0	0	3	0	0	1
Gene_17167	chr3:42677907-42700863	NM_005385	c		3	9	16	6	15	3
Gene_17168	chr3:42677907-42700863	NM_145166	c		1	5	45	10	13	11
Gene_17169	chr3:42707374-42707463	NM_145166	c		12	13	50	45	154	55
Gene_17170	chr3:43390149-43390326	NM_001100594	c		0	1	19	10	7	7
Gene_17171	chr3:43390500-43390605	NM_001100594	c		1	0	0	0	0	15
Gene_17172	chr3:43390704-43390855	NM_001100594	c		660	963	9336	2773	3818	928
Gene_17173	chr3:43392622-43392727	NM_001100594	o		366	532	282	513	156	146
Gene_17174	chr3:43743956-43744040	NM_016006	c		30	36	207	115	76	147
Gene_17175	chr3:43760091-43760177	NM_016006	c		327	301	926	677	1150	262
Gene_17176	chr3:43763803-43763870	NM_016006	c		0	1	1	1	2	1
Gene_17177	chr3:43763950-43764006	NM_016006	c		54	35	77	76	99	48
Gene_17178	chr3:44396243-44396289	NM_001029839	c		0	0	0	2	0	1
Gene_17179	chr3:44399733-44399894	NM_001029839	c		6	4	44	0	4	7
Gene_17180	chr3:44449912-44449955	NM_173826	c		56	56	82	24	20	53
Gene_17181	chr3:44450172-44450263	NM_173826	c		32	32	168	78	130	17
Gene_17182	chr3:44612620-44612743	NM_018651	c		0	0	3	0	1	0
Gene_17183	chr3:44635641-44635681	NM_173658	c		4	7	26	1	2	3
Gene_17184	chr3:44636115-44636232	NM_173658	c		15	56	87	72	44	17
Gene_17185	chr3:44673982-44674022	NM_001024855	c		1	0	8	2	3	2
Gene_17186	chr3:44683528-44683596	NM_006991	c		10	11	49	21	10	7
Gene_17187	chr3:44683998-44684042	NM_006991	c		7	7	79	26	60	56
Gene_17188	chr3:44685058-44685098	NM_006991	c		4	1	58	43	51	35
Gene_17189	chr3:44688112-44688153	NM_001024855	c		4	3	8	0	0	2
Gene_17190	chr3:44688264-44688361	NM_001024855	c		1	1	6	1	0	1
Gene_17191	chr3:44688657-44688853	NM_001024855	c		364	393	2292	3053	1943	787
Gene_17192	chr3:44689266-44689341	NM_001024855	c		1	0	0	0	0	0
Gene_17193	chr3:44689679-44689798	NM_001024855	c		1360	861	2771	491	1070	950
Gene_17194	chr3:44692603-44692646	NM_003420	c		116	233	218	441	773	50
Gene_17195	chr3:44700546-44700678	NM_003420	c		34	40	72	14	34	8
Gene_17196	chr3:44700855-44700896	NM_003420	c		390	270	244	171	326	340
Gene_17197	chr3:44701705-44701755	NM_003420	c		0	0	27	0	0	0
Gene_17198	chr3:44701871-44701935	NM_003420	c		57	54	258	275	108	112
Gene_17199	chr3:44702130-44702201	NM_003420	c		63	33	66	8	169	33
Gene_17200	chr3:44775728-44775768	NM_145044	c		699	658	1862	1947	1126	819
Gene_17201	chr3:44777391-44777711	NM_145044	c		1	1	5	0	34	9
Gene_17202	chr3:44839039-44839167	NM_020242	e		4	0	2	1	2	1
Gene_17203	chr3:44842944-44843003	NM_020242	c		0	1	1	0	3	3
Gene_17204	chr3:44868968-44869014	NM_020242	c		0	0	0	0	1	0
Gene_17205	chr3:44879764-44879898	NM_020242	e		9	5	2	0	0	2
Gene_17206	chr3:44881858-44882613	NM_020242	c		1052	762	465	701	396	172
Gene_17207	chr3:44952396-44952493	NM_003241	e		18	5	36	24	22	36
Gene_17208	chr3:45038607-45038669	NR_023353	c		9	9	13	6	10	14
Gene_17209	chr3:45435967-45436162	NM_015340	c		0	0	0	0	1	1
Gene_17210	chr3:45488383-45488452	NM_015340	c		5	3	13	3	224	1
Gene_17211	chr3:45537793-45537865	NM_015340	o		117	129	199	338	216	132
Gene_17212	chr3:45589232-45589272	NM_015340	c		0	0	0	0	0	4
Gene_17213	chr3:45719175-45719232	NM_014240	c		1	1	76	0	8	2
Gene_17214	chr3:45719546-45719777	NM_014240	c		0	1	0	0	0	1
Gene_17215	chr3:45720520-45720601	NM_014240	c		26	11	30	5	10	24
Gene_17216	chr3:45721291-45721332	NM_014240	c		0	2	648	868	45	4
Gene_17217	chr3:45721481-45721768	NM_014240	c		1	0	1	3	0	0
Gene_17218	chr3:45761025-45763541	NM_014016	c		0	0	0	0	2	29
Gene_17219	chr3:45773641-45773765	NM_014016	e		10	3	25	0	12	21
Gene_17220	chr3:45785681-45785803	NM_014016	c		10	1	393	73	10	12
Gene_17221	chr3:45785899-45786169	NM_014016	c		2	1	7	0	10	8
Gene_17222	chr3:45786757-45786802	NM_014016	c		196	208	762	353	896	397
Gene_17223	chr3:47386502-47386545	NM_025010	c		8	6	12	16	6	6
Gene_17224	chr3:47387511-47387554	NM_025010	c		9	15	10	185	148	65
Gene_17225	chr3:47454660-47454716	NM_015466	c		170	84	148	20	163	72
Gene_17226	chr3:48311557-48311598	NM_016089	c		10	2	20	16	45	6
Gene_17227	chr3:48311662-48311702	NM_016089	c		51	3	19	7	6	6
Gene_17228	chr3:48495752-48495792	NM_032166	c		14	4	2	14	9	69
